ID
AT5G43650
AT4G33930
AT1G20310
AT1G17420
AT3G28600
AT5G07310
AT4G10250
AT1G71000
AT5G52400
AT5G51990
AT3G44860
AT1G73510
AT4G34410
AT5G61890
AT4G37710
AT2G24850
AT1G65890
AT1G12610
AT5G64750
AT1G70130
AT4G34210
AT5G15660
AT3G43250
AT5G01380
AT2G22121
AT2G44840
AT4G37720
AT2G44810
AT4G34300
AT1G12030
AT4G27670
AT2G26135
AT2G32200
AT1G78160
AT5G20230
AT4G32630
AT2G26610
AT5G49920
AT3G44870
AT2G40340
AT3G03341
AT3G22910
AT4G17980
AT3G15670
AT5G12020
AT5G58080
AT5G62360
AT4G36950
AT5G07165
AT5G52050
AT1G56600
AT3G49520
AT1G09157
AT3G49540
AT2G42560
AT3G46090
AT1G32560
AT2G26380
AT1G71450
AT2G26160
AT1G30135
AT5G09610
AT4G29285
AT2G38240
AT5G62520
AT1G30455
AT3G53280
AT5G21960
AT4G34470
AT5G05220
AT4G01535
AT2G36780
AT3G08750
AT1G44090
AT1G07476
AT2G34030
AT1G70400
AT5G03204
AT4G25490
AT5G12030
AT2G27270
AT4G38590
AT5G52000
AT1G02190
AT1G27080
AT1G19210
AT5G08030
AT4G00540
AT1G53540
AT5G05070
AT2G28500
AT4G33467
AT2G31210
AT3G22830
AT2G02010
AT5G45520
AT1G14250
AT1G76960
AT1G59865
AT4G36490
AT1G30060
AT5G35945
AT3G16600
AT1G80590
AT3G52080
AT5G11820
AT2G44070
AT4G25200
AT1G74930
AT4G14530
AT2G01008
AT3G15870
AT5G27010
AT1G73190
AT5G26220
AT2G29470
AT5G45180
AT5G16740
AT1G78995
AT5G66020
AT1G22810
AT1G70110
AT1G47510
AT1G79400
AT2G46995
AT5G10340
AT2G26150
AT4G28140
AT5G08695
AT3G41762
AT3G55970
AT2G22760
AT5G07880
AT1G18830
AT3G44180
AT3G06490
AT1G76650
AT5G47130
AT3G04660
AT5G65100
AT3G48510
AT3G11020
AT5G59230
AT1G76640
AT3G25760
AT5G49200
AT1G09950
AT3G46230
AT1G03982
AT1G52690
AT5G13220
AT3G25240
AT3G53600
AT5G05410
AT4G18540
AT3G60920
AT2G20970
AT2G20625
AT1G76530
AT2G47950
AT3G02840
AT4G36350
AT5G59280
AT5G64210
AT5G24820
AT1G15520
AT5G60780
AT5G55720
AT2G27505
AT1G70760
AT3G62850
AT5G67310
AT1G60720
AT5G52760
AT2G02340
AT2G38690
AT1G18310
AT2G02990
AT1G80840
AT1G78840
AT3G59030
AT4G13395
AT1G72520
AT4G37770
AT3G55646
AT3G19920
AT1G52890
AT3G49570
AT1G15580
AT4G22620
AT4G34440
AT4G01360
AT1G06135
AT2G39470
AT5G64870
AT1G52560
AT1G59860
AT3G60020
AT3G12510
AT2G35700
AT5G43620
